elevatorAddress,unloadCapacity,lat,loadCapacity,odhiRegion,propertyTypeCategory,cert,transportTypes,shortName,propertyType,capacity,lng,fullName
"42303, вул. Ювілейна, буд. 1, с. Стецьківка, Сумський   р-н., Сумська обл.",500,51.0101124,1000,Сумська,Інші,5192,autocar,"Сумський ККЗ, ПАТ",Приватний,9000,34.7789891,"Публічне акціонерне товариство ""Сумський комбікормовий завод"""
"80714, вул. Заводська, буд. 14, с. Хильчиці, Золочівський р-н., Львівська обл",600,49.8338889,1200,Львівська,Інші,5193,"train,autocar","Княжі лани, ТОВ",Приватний,15000,24.8555556,"Товариство з обмеженою відповідальністю ""Княжі лани"""
"87040, вул. Елеваторна, буд. 1, с. Кальчик. Володарський р-н., Донецька обл.",2000,47.307317,2000,Донецька,Державні,5194,"train,autocar","ДПЗКУ, ПАТ (філія Кальчицький елеватор)",ДПЗКУ,96000,37.599972,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"85325, вул. Шопена, буд. 28, с. Рівне, Красноармійський р-н., Донецька обл.",0,48.3002778,3900,Донецька,Інші,5195,"train,autocar","АПК-Інвест, ПрАТ",Приватний,65000,37.2194444,"Приватне акціонерне товариство ""АПК-ІНВЕСТ"""
"82400, вул. Болехівська, буд. 26. м. Стрий, Львівська обл.",400,49.250776,950,Львівська,Державні,5196,"train,autocar","ДПЗКУ, ПАТ (філія Стрийський КХП № 2)",ДПЗКУ,32000,23.849752,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"84500, пров. Чайковського, буд. 9, м. Артемівськ, Донецька обл.",1500,48.606993,1500,Донецька,Інші,5197,"train,autocar","Артемівський КХП, ТОВ",Приватний,34700,37.997092,"Товариство з обмеженою відповідальністю ""Артемівський комбінат хлібопродуктів"""
"80220, вул. І. Франка, буд. 85, с. Стоянів, Радехівський р-н., Львівська обл.",0,50.373715,400,Львівська,Інші,5198,autocar,"Стоянівнасіння, ТОВ",Приватний,8000,24.663435,"Товариство з обмеженою відповідальністю ""Стоянівнасіння"""
"80560, вул. Залізнична, буд. 18, смт. Красне, Буський р-н., Львівська обл.",900,49.9197408,1200,Львівська,Інші,5200,"train,autocar","Красненський КХП, ПАТ",Приватний,40000,24.618908,"Публічне акціонерне товариство ""Красненський комбінат хлібопродуктів"""
"45332, вул. Терешкова, буд. 1г, пров. Сонячний, буд. 4, с. Колона, Іваничівський р-н., Волинська обл.",2000,50.6747222,2000,Волинська,Інші,5201,autocar,"П\'ятидні, ТОВ",Приватний,22400,24.5375000,"Товариство з обмеженою відповідальністю ""П\'ятидні"""
"98107, вул. Федька, буд. 131, м. Феодосія, АР Крим",600,45.065345,1000,АР Крим,Інші,5202,"train,autocar","Феодосійське ХПП, ПрАТ (м. Феодосія)",Приватний,20700,35.395143,"Приватне акціонерне товариство ""Феодосійське хлібоприймальне підприємство"""
"97300, вул. Фрунзе, буд. 33, смт. Кіровське, Ар Крим",400,45.2236111,750,АР Крим,Інші,5203,"train,autocar","Феодосійське ХПП, ПрАТ (смт. Кіровське)",Приватний,24300,35.2052778,"Приватне акціонерне товариство ""Феодосійське хлібоприймальне підприємство"""
"37240, вул. Якубовського, буд. 5а, м. Червонозаводське, Лохвицький р-н.., Полтавська обл.",3600,50.4022710,11400,Полтавська,Інші,5205,"train,autocar","Компанія Райз, ПАТ (Червонозаводська філія)",Райз,266000,33.3881240,"Публічне акціонерне товариство ""КОМПАНІЯ ""РАЙЗ"""
"55232, вул. Космонавтів, буд. 1а, с-ще. Кам\'яний Міст, Первомайський р-н., Миколаївська обл.",1000,47.9634755,1000,Миколаївська,Інші,5206,"train,autocar","Кам\'яномостівське ХПП, ПАТ",Приватний,61500,30.8229435,"Публічне акціонерне товариство ""Кам\'яномостівське хлібоприймальне підприємство"""
"37552, вул. Комсомольська, буд. 127, с. Засулля, Лубенський р-н., Полтавська обл.",440,49.9895435,510,Полтавська,Інші,5207,"train,autocar","Посулля-Агро, ТОВ",Приватний,14800,33.0291889,"Товариство з обмеженою відповідальністю ""Посулля-Агро"""
"37600, вул. Раскової, буд. 62, м. Миргород,  Полтавська обл.",3255,49.948355,3000,Полтавська,Інші,5208,"train,autocar","ГІС, ТОВ",Приватний,102018,33.636666,"Товариство з обмеженою відповідальністю ""Грейн Інновейшн Системз"""
"75600, вул. Елеваторна, буд. 1, м. Гола Пристань, Херсонська обл.",1000,46.5166667,2000,Херсонська,Державні,5209,autocar,"ДПЗКУ, ПАТ (філія Голопристанський елеватор)",ДПЗКУ,47200,32.5166667,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"93653, вул. Свердлова, буд. 8, с. Вільхове, Станично-Луганський р-н., Луганська обл.",860,48.6722222,1120,Луганська,Інші,5210,"train,autocar","Вільховське, ТОВ",Приватний,37500,39.5716667,"Товариство з обмеженою відповідальністю ""Вільховське"" "
"52601, вул. Будьонного, буд. 129, буд. 60, с. Васильківка, Дніпропетровська обл.",1400,48.2083330,1400,Дніпропетровська,Інші,5211,"train,autocar","Стандарт Україна, ТОВ (с.Васильківка)",Приватний,47000,36.0294440,"Товариство з обмеженою відповідальністю ""Стандарт Україна"""
"52630, вул. Комсомольська, буд. 5, с. Письменне, Васильківський р-н., Дніпропетровська обл.",900,48.2029520,900,Дніпропетровська,Інші,5212,"train,autocar","Стандарт Україна, ТОВ (підзвітне під-ство ""Письменне"")",Приватний,28000,35.8056880,"Товариство з обмеженою відповідальністю ""Стандарт Україна"""
"64141, вул. Оренбурзька, буд. 36, сел. Біляївка, Первомайський р-н., Харківська обл.",500,49.2655556,400,Харківська,Інші,5213,"train,autocar","Лозовський елеватор, ТОВ ",Приватний,14800,36.3091667,"Товариство з обмеженою відповідальністю ""Лозовський елеватор"""
"23100, вул. Барляєва, буд. 2, м. Жмеринка, Вінницька обл.",2300,49.0368720,2600,Вінницька,Інші,5214,"train,autocar","Хліб Жмеринщини, ТОВ ",Приватний,59200,28.1211350,"Товариство з обмеженою відповідальністю ""Хліб Жмеринщини"""
"22850, вул. Привокзальна, буд. 7, с. Кароліна, Немирівський р-н., Вінницька обл.",1280,48.9286111,1600,Вінницька,Інші,5215,"train,autocar","Каролінський елеватор, ТОВ ",Приватний,30000,28.9591667,"Товариство з обмеженою відповідальністю ""Каролінський елеватор"""
"67700, вул. Маршала Бірюзова, буд. 16, м. Білгород-Дністровський, Білгород-Дністровський р-н., Одеська обл.",4000,46.185535,5500,Одеська,Інші,5216,"train,autocar","Білгород-Дністровський КХП, ПАТ",Приватний,55900,30.328274,"Публічне акціонерне товариство ""Білгород-Дністровський комбінат хлібопродуктів"""
"67740, вул. Вокзальна, буд. 12а, с. Олексіївка, Білгород-Дністровський р-н., Одеська обл.",1750,47.7084571,1000,Одеська,Інші,5217,"train,autocar","Білгород-Дністровський КХП, ПАТ (с. Олексіївка)",Приватний,21700,29.4296323,"Публічне акціонерне товариство ""Білгород-Дністровський комбінат хлібопродуктів"""
"68542, вул. Радянська, буд. 130, смт. Березине, Тарутинський р-н., Одеська обл.",2000,46.2366667,2300,Одеська,Інші,5218,"train,autocar","Березинський КХП, ПрАТ",Приватний,54500,29.2025000,"Приватне акціонерне товариство ""Березинський комбінат хлібопродуктів"""
"66000, вул. Дзержинського, буд. 1, м. Кодима, Одеська обл.",1600,48.1000000,1700,Одеська,Інші,5219,"train,autocar","Кодимський елеватор, ТОВ",Приватний,46400,29.1166667,"Товариство з обмеженою відповідальністю ""Кодимський елеватор"""
"68261, вул. 60 років Жовтня, буд. 166, с. Кулевча, Саратський р-н., Одеська обл.",2000,46.0313077,3600,Одеська,Інші,5220,"train,autocar","Кулевчанський КХП, ПрАТ",Приватний,60000,29.9343459,"Приватне акціонерне товариство ""Кулевчанський комбінат хлібопродуктів"""
"53250, вул. 40 років Перемоги, буд. 64, с. Павлопілля, Нікопольський р-н., Дніпропетровська обл.",4500,47.8740064,6000,Дніпропетровська,Державні,5221,"train,autocar","Хлібна база №73, ДП ДАРУ",ДАРУ,211700,34.0444251,"Державне підприємство ""Хлібна база № 73"" Державного агенства резерву України"
"41430, вул. Привокзальна, буд. 1. с. Есмань, Глухівський р-н., Сумська обл.",800,51.808495,800,Сумська,Інші,5222,"train,autocar","Агрозем, ТОВ",Приватний,15000,34.043927,"Товариство з обмеженою відповідальністю ""Агрозем"""
"64740, вул. Привокзальна, буд. 26, с. Гаврилівка, Барвінківський р-н., Харківська обл.",880,48.8438705,1080,Харківська,Інші,5223,"train,autocar","Барвінкове-Агро, ТОВ (с. Гаврилівка)",Приватний,17000,36.8109267,"Товариство з обмеженою відповідальністю ""Барвінкове-Агро"""
"64703, вул. Свердлова, буд. 6, м. Барвінкове, Барвінківський р-н., Харківська обл.",880,48.9013130,1680,Харківська,Інші,5224,"train,autocar","Барвінкове-Агро, ТОВ (м. Барвінкове)",Приватний,34200,37.019444,"Товариство з обмеженою відповідальністю""Барвінкове-Агро"""
"92400, вул. Єременка, буд. 175, смт. Марківка, Марківський р-н., Луганська обл.",600,49.5219806,600,Луганська,Інші,5226,autocar,"Біловодський елеватор, ТОВ (Марківка)",Приватний,14400,39.5675417,"Товариство з обмеженою відповідальністю ""Біловодський елеватор"""
"19700, вул. Шевченка, буд. 47, м. Золотоноша, Черкаська обл.",3520,49.669267,6800,Черкаська,Державні,5227,"train,autocar","Златодар, ДП ДАРУ (м. Золотоноша)",ДАРУ,97393,32.040832,"Державне підприємство ""Златодар"""
"83038, вул. Бойцева, буд. 80, м. Донецьк   ",1700,48.0158830,1500,Донецька,Інші,5228,"train,autocar","Комбінат Каргілл, ТОВ",Каргілл,30000,37.8028500,"Товариство з обмеженою відповідальністю ""Комбінат Каргілл"""
"70530, вул. Залізнична, буд. 10, смт. Комишуваха, Оріхівський р-н., Запорізька обл.",420,47.7155414,360,Запорізька,Інші,5229,"train,autocar","Фісаковський елеватор, ТОВ",Приватний,27000,35.5241201,"Товариство з обмеженою відповідальністю ""Фісаковський елеватор"""
"71706, вул. Щави, буд. 88, м. Токмак, Запорізька обл.",1760,47.2500000,1560,Запорізька,Інші,5230,"train,autocar","Токмак Зернопродукт, ТОВ",Приватний,17900,35.7000000,"Товариство з обмеженою відповідальністю ""Токмак-Зернопродукт"""
"48200, вул. Б. Лепкого, буд. 22, смт. Гусятин, Тернопільська обл.",750,49.0731470,500,Тернопільська,Інші,5231,"train,autocar","МРІЯ ПОДІЛЛЯ, ТОВ",Приватний,25000,26.1841731,"Товариство з обмеженою відповідальністю ""МРІЯ ПОДІЛЛЯ"""
"47400, вул. Загребельна, буд. 5, м. Ланівці, Тернопільська обл.",560,49.8609579,350,Тернопільська,Інші,5232,"train,autocar","Захід-Агроінвест, ПП",Приватний,30000,26.0929780,"Приватне підприємство ""Захід-Агроінвест"""
"37600, вул. Петрівська, буд. 15, м. Миргород, Полтавська обл.",4100,49.942521,3200,Полтавська,Власники 6+,5233,"train,autocar","Полтавське ХПП, ПрАТ (м. Миргород)",Кернелл,134200,33.616362,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"""
"16600, вул. Прилуцька, буд. 2, м. Ніжин, Чернігівська обл.",540,51.0380556,1250,Чернігівська,Інші,5234,"train,autocar","Ніжинський жиркомбінат, ПАТ",Приватний,4800,31.8861111,"Публічне акціонерне товариство ""Ніжинський жиркомбінат"""
"93613, вул. Центральна, буд. 18, смт. Петрівка, Станично-Луганський р-н., Луганська обл.",960,48.8044444,1150,Луганська,Інші,5235,"train,autocar","Огороднє, ТОВ",Приватний,29700,39.2627778,"Товариство з обмеженою відповідальністю ""Огороднє"""
"16300, вул. 8 Березня, буд. 44, смт. Куликівка, Чернігівська обл.",600,51.3747222,620,Чернігівська,Інші,5236,"train,autocar","Північхліб, ПП",Приватний,10200,31.6436111,"Приватне підприємство ""Північхліб"""
"52433, вул. Привокзальна, буд. 1, с. Єлізарове, Солонянський р-н., Дніпропетровська обл.",1100,48.1808634,2100,Дніпропетровська,Інші,5237,"train,autocar","Белгравія, ТОВ",Приватний,49000,34.5622941,"Товариство з обмеженою відповідальністю ""Белгравія"""
"19501, вул. Індустріальна, буд. 12, м. Городище, Черкаська обл.",1200,49.2925000,1200,Черкаська,Власники 6+,5238,"train,autocar","НЗК, ТОВ (філія Городищенський ХПП)",Нікопольська ЗК,28700,31.4580556,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"51200, вул. Тургенєва, буд. 12а, м. Новомосковськ, Дніпропетровська обл.",1250,48.631742,1250,Дніпропетровська,Інші,5239,"train,autocar","Арго Ком, ТОВ ",Приватний,26000,35.204902,"Товариство з обмеженою відповідальністю ""АРГО КОМ"""
"34100, вул. Залізнична, буд. 16, м. Дубровиця,  Рівненська  обл.",900,51.5661750,900,Рівненська,Інші,5240,"train,autocar","Дубровицьке ХПП, ПАТ",Приватний,9600,26.5594230,"Публічне акціонерне товариство ""Дубровицьке хлібоприймальне підприємство"""
"96180, вул. Згоди, буд. 1-б, с. Костянтинівка, Джанкойський р-н., АР Крим",1280,44.8550000,800,АР Крим,Інші,5241,"train,autocar","Джанкойський ХПП, ТОВ ",Приватний,16000,34.1219444,"Товариство з обмеженою відповідальністю ""Джанкойський ХПП"""
"35705, вул. Незалежності, буд. 49, м. Здолбунів, Рівненська обл.",2120,50.5133740,2160,Рівненська,Інші,5243,"train,autocar","ІФК Євроінвестбуд, ТОВ (м. Здолбунів)",Приватний,43400,26.2617070,"Товариство з обмеженою відповідальністю ""Інвестиційно-фінансова компанія ""Євроінвестбуд"""""
"35400, вул. Шевченка, буд. 77, смт. Гоща, Рівненська обл.",300,50.5986111,300,Рівненська,Інші,5244,autocar,"ІФК Євроінвестбуд, ТОВ (смт. Гоща)",Приватний,6000,26.6752778,"Товариство з обмеженою відповідальністю ""Інвестиційно-фінансова компанія ""Євроінвестбуд"""
"73432, вул. Балановського, буд. 150, с. Строганівка, Приазовський р-н., Запорізька обл.",800,46.6768965,1200,Запорізька,Власники 6+,5245,autocar,"Розівський елеватор, ПАТ (Ботіївська філія)",Розівський елеватор,32000,35.8666650,"Публічне акціонерне товариство ""Розівський елеватор"""
"67801, вул. Дзержинського, буд. 1а, смт. Овідіополь, Одеська обл.",1360,46.2447222,1160,Одеська,Інші,5246,"train,autocar","Протос АП, ТОВ ",Приватний,9500,30.4447222,"Агропромислове підприємство ""Протос"" товариство з обмеженою відповідальністю "
"71330, вул. Шевченка, буд. 8, с. Благовіщенка, Кам\'янсько-Дніпровський р-н., Запорізька обл. ",2600,47.4530414,1200,Запорізька,Інші,5247,"autocar,ship","Благовіщенський-Зернопродукт, ТОВ",Приватний,19900,34.8308234,"Товариство з обмеженою відповідальністю ""Благовіщенський-Зернопродукт"""
"36009, вул. Рибчанська, буд. 31, м. Полтава   ",800,49.623695,1000,Полтавська,Власники 6+,5248,"train,autocar","Полтавське ХПП, ПрАТ (Полтава)",Кернелл,59500,34.520416,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"" "
"39500, вул. Заводська, буд. 1а, м. Карлівка. Полтавська обл.",1900,49.4500000,3500,Полтавська,Власники 6+,5249,"train,autocar","Полтавське ХПП, ПрАТ (Карлівська дільниця",Кернелл,54200,35.1343333,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"" 0"
"38741, вул. Центральна, буд. 11, с. Божкове, Полтавський р-н., Полтавська обл.",550,49.6585844,500,Полтавська,Власники 6+,5250,"train,autocar","Полтавське ХПП, ПрАТ (с. Божкове)",Кернелл,23000,34.7875800,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"" (Божкове)"
"38413. вул. Елеваторна, буд. 15, с. Жовтневе, Решетилівський р-н., Полтавська обл.",1500,49.6431885,1200,Полтавська,Власники 6+,5251,"train,autocar","Полтавське ХПП, ПрАТ (Решетилівська дільниця)",Кернелл,52100,34.1389971,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"" (Решетилівська дільниця0"
"39140, вул. Жовтнева, буд. 84, смт. Нова Галещина, Козельщинський р-н., Полтавська обл.",1300,49.1687536,1320,Полтавська,Власники 6+,5252,"train,autocar","Полтавське ХПП, ПрАТ (Галещинська дільниця)",Кернелл,33800,33.7584275,"Приватне акціонерне товариство "" Полтавське хлібоприймальне підприємство"""
"39000, вул. Леніна, буд. 47; вул. Карла Маркса, буд. 198,- м. Глобине, Полтавська обл.",2500,49.3902020,3200,Полтавська,Власники 6+,5253,"train,autocar","Полтавське ХПП, ПрАТ (Глобине)",Кернелл,58450,33.2528110,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство"""
"17400, вул. Горького, буд. 1, м. Бобровиця, Чернігівська обл.",600,50.7450000,1000,Чернігівська,Інші,5254,"train,autocar","Бобровицьке ХПП, ПрАТ",Приватний,32100,31.3879444,"Приватне акціонерне товариство ""Бобровицьке хлібоприймальне підприємство"""
"23521, вул. Радянська, буд. 1а, с. Пеньківка, Шаргородський р-н., Вінницька обл.",1000,48.8994444,1000,Вінницька,Інші,5255,"train,autocar","Вектор Ойл Трейд, ТОВ",Приватний,9200,28.2594444,"Товариство з обмеженою відповідальністю ""Вектор Ойл Трейд"""
"28500, вул. Войкова, буд. 3б; вул. Шевченка, буд. 2,- м. Долинська, Кіровоградська обл.",3000,48.1111417,5700,Кіровоградська,Власники 6+,5256,"train,autocar","Сантрейд, ДП з ІІ (Долинська філія)",Сантрейд,166100,32.7647722,"Дочірнє підприємство з іноземною інвестицією ""Сантрейд"""
"13303, вул. Леніна, буд. 84, м. Бердичів, Житомирська обл.",480,49.909183,420,Житомирська,Інші,5258,"train,autocar","Бердичівзернопродукт, ТОВ",Приватний,20000,28.586605,"Товариство з обмеженою відповідальністю ""Бердичівзернопродукт"""
"92913, вул. Шевченка, буд. 36, с-ще. Красноріченське, Кремінський р-н., Луганська обл.",2400,49.2102778,3220,Луганська,Інші,5259,"train,autocar","Красноріченське, ТОВ",Приватний,42900,38.2075000,"Товариство з обмеженою відповідальністю ""Красноріченське"""
"75560, вул. Петровського, буд. 119, смт. Новоолексіївка, Генічеський р-н, Херсонська обл.",4800,46.230322,4800,Херсонська,Інші,5260,"train,autocar","Новоолексіївський елеватор, ТОВ",Приватний,71200,34.636434,"Товариство з обмеженою відповідальністю ""Новоолексіївський елеватор"""
"53081, вул. Заводська, буд. 6, смт. Радушне, Криворізький р-н., Дніпропетровська обл.",620,47.8232010,810,Дніпропетровська,Власники 6+,5263,"train,autocar","Розівський елеватор, ПАТ (Радушнянська філія)",Розівський елеватор,29200,33.4920740,"Публічне акціонерне товариство ""Розівський елеватор"""
"75550, вул. 50 років Жовтня, буд. 1, смт. Партизани, Херсонська обл.",2000,46.3344444,2500,Херсонська,Державні,5264,"train,autocar","ДПЗКУ, ПАТ (філія ""Партизанський елеватор"")",ДПЗКУ,57700,34.7530556,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"75700, вул. Шевченка, буд. 2, м. Скадовськ, Херсонська  обл.",3500,46.1166667,1000,Херсонська,Інші,5265,"autocar,barge","Скадовське ХПП, ПрАТ",Приватний,33420,32.9166667,"Приватне акціонерне товариство ""Скадовське хлібоприймальне підприємство"""
"75822, вул. Елеваторна, буд. 5, смт. Мирне, Каланчацький р-н., Херсонська  обл.",2500,46.252761,3000,Херсонська,Інші,5266,"train,autocar","Каланчацький КХП, ПАТ",Приватний,86700,33.469836,"Публічне акціонерне товариство ""Каланчацький комбінат хлібопродуктів"""
"42305, вул. Заводська, буд. 1, смт. Степанівка, Сумський р-н., Сумська обл.",8000,50.9429928,9000,Сумська,Інші,5267,"train,autocar","Компанія РАЙЗ, ПАТ (смт. Степанівка)",Райз,308000,34.6333809,"Публічне акціонерне товариство ""КОМПАНІЯ ""РАЙЗ"" "
"87252, вул.Чкалова, буд. 96, село Роздольне, Старобешівський р-н., Донецька обл.",2200,47.9038889,3000,Донецька,Інші,5269,"train,autocar","Каракубське ХПП, ПрАТ",Приватний,53500,36.9136111,"Приватне акціонерне товариство ""Каракубське хлібоприймальне підприємство"""
"62310, пл. Червоних Партизан, буд. 9, смт. Козача Лопань, Дергачівський р-н., Харківська обл.",1100,50.3342380,1800,Харківська,Інші,5270,"train,autocar","Дергачі-Агро, ТОВ (Козача Лопань)",Приватний,15000,36.1858090,"Товариство з обмеженою відповідальністю ""Дергачі-Агро"""
"62302, вул. 50-річчя ВЛКСМ, буд. 2, м. Дергачі,  Харківська обл.",900,50.1101560,1200,Харківська,Інші,5271,"train,autocar","Дергачі-Агро, ТОВ (м. Дергачі)",Приватний,10000,36.0935119,"Товариство з обмеженою відповідальністю ""Дергачі-Агро"""
"70020, вул. Хлібна, буд. 3, село Новогупалівка, Вільнянський р-н., Запорізька обл.",680,48.0238456,800,Запорізька,Інші,5272,"train,autocar","Заготзерно-Новогупалівка, ТОВ",Приватний,16000,35.4232780,"Товариство з обмеженою відповідальністю ""Заготзерно-Новогупалівка"""
"71051, вул. Гагаріна, буд. 45, ст. Більманка, Куйбишевський р-н., Запорізька обл.",540,47.2646590,200,Запорізька,Інші,5273,"train,autocar","Більманське ХПП, ПрАТ",Приватний,23650,36.4895590,"Приватне акціонерне товариство ""Більманське хлібоприймальне підприємство"""
"87321, вул. Леніна, буд. 1, смт. Кутейнікове, Амвросіївський р-н., Донецька обл.",650,47.8109167,300,Донецька,Інші,5274,"train,autocar","АФ Кутейниковський Агропродукт, ТОВ",Приватний,26000,38.2906667,"Товариство з обмеженою відповідальністю ""Агрофірма ""Кутейніковський агропродукт"""
"77100, вул. Лесі Українки, буд. 100, м. Галич, Івано-Франківська обл.",700,49.1250519,700,Івано-Франківська,Державні,5275,"train,autocar","Галицький КХП, ДП ДАК Хліб України",ДАК,9300,24.7296390,"Дочірнє підприємство Державної акціонерної компанії ""Хліб України"" ""Галицький комбінат хлібопродуктів"""
"27340, вул. Вокзальна, буд. 18, с. Михайлівка, Олександрівський р-н., Кіровоградська обл.",800,48.8330556,500,Кіровоградська,Інші,5276,"train,autocar","Цибулівське ХПП, ТДВ",Приватний,13200,32.3958333,"Товариство з додатковою відповідальністю ""Цибулівське хлібоприймальне підприємство"""
"72312, вул. Фрунзе, буд. 53, м. Мелітополь, Запорізька обл.",900,46.8333333,1000,Запорізька,Інші,5277,"train,autocar","ЖЕЛЄВ С.С. І КОМПАНІЯ МЕЛІТОПОЛЬСЬКОГО ЕЛЕВАТОРА, КТ",Приватний,76000,35.3666667,"Командитне товариство ""ЖЕЛЄВ С.С. І КОМПАНІЯ ""МЕЛІТОПОЛЬСЬКОГО ЕЛЕВАТОРА"""
"73024, вул. Порт-Елеватор, буд. 5, м. Херсон  ",8000,46.633997,6000,Херсонська,Інші,5278,"train,autocar,ship,barge","Херсонський КХП, ПАТ (м. Херсон)",Приватний,96200,32.629631,"Публічне акціонерне товариство ""Херсонський комбінат хлібопродуктів"""
"20630, вул. Калініна, буд. 1а, с. Матусів, Шполянський р-н., Черкаська обл.",250,49.0502778,250,Черкаська,Інші,5279,autocar,"Агрофірма Вись, СТОВ",Приватний,7000,31.5608333,"Сільськогосподарське товариство з обмеженою відповідальністю ""Агрофірма Вись"""
"12452, вул. Гагаріна, буд. 2, с. Кодня, Житомирський р-н., Житомирська обл.",1200,50.0872222,1100,Житомирська,Інші,5280,"train,autocar","Житомирський КХП, ПАТ (с. Кодня)",Приватний,4500,28.6944444,"Публічне акціонерне товариство ""Житомирський комбінат хлібопродуктів"""
"10001, пров. Іподромний 2, буд. 3а, м. Житомир   ",1200,50.2768136,1100,Житомирська,Інші,5281,"train,autocar","Житомирський КХП, ПАТ (м. Житомир)",Приватний,10900,28.6882331,"Публічне акціонерне товариство ""Житомирський комбінат хлібопродуктів"""
"13300, вул. Ватутіна, буд. 10, м. Бердичів, Житомирська обл.",1440,49.920566,1440,Житомирська,Інші,5282,"train,autocar","Бердичівська солодова компанія, ТОВ",Приватний,24000,28.598892,"Товариство з обмеженою відповідальністю ""Бердичівська солодова компанія"""
"44810, вул. Смідинська, буд. 6, смт. Луків, Турійський р-н., Волинсська обл.",1500,51.2333333,1500,Волинська,Інші,5283,"train,autocar","Міленіум, ТОВ",Приватний,15000,24.3475000,"Товариство з обмеженою відповідальністю ""Міленіум"""
"37710, вул. Леніна, буд. 79. с. Лазірки. Оржицький р-н., Полтавська обл.",650,50.083004,600,Полтавська,Інші,5284,"train,autocar","Кононівський елеватор, ТОВ",Приватний,18200,32.655787,"Товариство з обмеженою відповідальністю ""Кононівський елеватор"""
"37001, вул. Урожайна, буд. 12, м. Пирятин,  Полтавська обл.",720,50.2373930,800,Полтавська,Інші,5285,"train,autocar","СПКЗ, ТОВ",Приватний,25800,32.504928,"Товариство з обмеженою відповідальністю ""Сільськогосподарське підприємство комбікормовий завод"""
"37010, пров. Ватутіна, буд. 18, с. Давидівка, Пирятинський р-н., Полтавська обл.",1200,49.4434877,1500,Полтавська,Інші,5286,"train,autocar","ВАСІЛКО, ТОВ",Приватний,17000,34.1679127,"Товариство з обмеженою відповідальністю ""ВАСІЛКО"""
"37240, вул. Ватутіна, буд. 2а, м. Червонозаводське, Лохвицький р-н., Полтавська обл.",700,50.4022710,400,Полтавська,Інші,5287,"train,autocar","Амарант, ТОВ (дільниця № 2)",Приватний,30000,33.389124,"Товариство з обмеженою відповідальністю ""Амарант"""
"37233, вул Чапаєва, буд. 59а, с. Піски, Лохвицький р-н., Полтавська обл.",1200,50.3715500,2000,Полтавська,Інші,5288,"train,autocar","Амарант, ТОВ (дільниця № 3)",Приватний,25000,33.4512410,"Товариство з обмеженою відповідальністю ""Амарант"""
"37222, вул. Лучанська, буд. 1б, с. Юсківці, Лохвицький р-н., Полтавська обл.",1100,50.468049,1400,Полтавська,Інші,5289,"train,autocar","Амарант, ТОВ (дільниця № 1)",Приватний,110000,33.331479,"Товариство з обмеженою відповідальністю ""Амарант"""
"38832, пров. Хлібний, буд. 25, с. Чапаєве, Чутівський р-н., Полтавська обл.",1200,49.7407839,1500,Полтавська,Державні,5294,"train,autocar","Полтавський КХП, ДП ДАРУ (філія ""Хлібна база №88"", с. Чапаєве)",ДАРУ,41350,34.9897214,"Державне підприємство ""Полтавський комбінат хлібопродуктів"" Державного агенства резерву України"
"38762, вул. Шевченка, буд. 3а, с.Терешки, Полтавський р-н., Полтавська обл.",1760,49.5530283,1300,Полтавська,Інші,5295,"train,autocar","Полтава-Сад, ТОВ",Приватний,21000,34.6198930,"Товариство з обмеженою відповідальністю ""Полтава- Сад"" "
"38813, вул. Першотравнева, буд. 9а, смт. Артемівка, Чутівський р-н., Полтавська обл.",3700,49.7712069,6000,Полтавська,Державні,5296,"train,autocar","Полтавський КХП, ДП ДАРУ (філія ""Хлібна база №88"", смт. Артемівка)",ДАРУ,115400,35.0646650,"Державне підприємство ""Полтавський комбінат хлібопродуктів"" Державного агенства резерву України"
"87321, вул. Лермонтова, буд. 1, смт. Кутейникове, Амвросіївський р-н., Донецька обл.",900,47.8109167,900,Донецька,Державні,5298,"train,autocar","Комбінат Новий, ДО ДАРУ",ДАРУ,25000,38.2916667,"Державна організація Комбінат ""Новий"""
"85107, вул. Докучаєва, буд. 1, с. Бересток, Костянтинівський р-н., Донецька обл.",250,48.4758333,250,Донецька,Інші,5299,autocar,"Константа Агро, ТОВ",Приватний,10000,37.6966667,"Товариство з обмеженою відповідальністю ""Константа Агро"""
"67555, вул. Миру, буд. 17 б, с. Сичавка, Комінтернівський р-н., Одеська обл.",400,46.6397222,500,Одеська,Інші,5300,autocar,"Амбер Агро, ТОВ",Приватний,5000,31.1016667,"Товариство з обмеженою відповідальністю ""Амбер Агро"""
